contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
HP-T1-9_contig.fa_viral_148	1851	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_149	4793	No	NA	7	4	0	Low-quality	Genome-fragment	8.64	AAI-based (high-confidence)	0.0	1.0	
HP-T1-9_contig.fa_viral_150	2888	No	NA	6	1	0	Low-quality	Genome-fragment	3.26	HMM-based (lower-bound)	0.0	1.0	
RP-T1-9_contig.fa_viral_169	2160	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_170	1596	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_171	2333	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_173	2046	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_174	2124	No	NA	3	0	0	Low-quality	Genome-fragment	3.37	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_175	7010	No	NA	9	1	0	Low-quality	Genome-fragment	5.61	HMM-based (lower-bound)	0.0	1.0	
RP-T1-9_contig.fa_viral_176	2120	No	NA	2	0	0	Low-quality	Genome-fragment	1.55	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_177	1873	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_179	2804	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_180	4603	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_181	1606	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_182	1682	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_183	1827	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_184	4101	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_185	3009	No	NA	5	0	0	Low-quality	Genome-fragment	5.45	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_187	1828	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_188	1565	No	NA	2	0	0	Low-quality	Genome-fragment	4.01	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_189	2252	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_190	3795	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_191	1745	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_192	1527	No	NA	2	0	0	Low-quality	Genome-fragment	0.6	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_193	1848	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_194	2399	No	NA	3	0	0	Low-quality	Genome-fragment	4.58	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_195	1612	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_196	1837	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_197	5274	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_198	1786	No	NA	3	2	0	Low-quality	Genome-fragment	1.83	HMM-based (lower-bound)	0.0	1.0	
RP-T1-9_contig.fa_viral_199	1592	No	NA	3	0	0	Low-quality	Genome-fragment	1.37	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_201	1629	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_202	1618	No	NA	3	0	0	Low-quality	Genome-fragment	1.41	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_203	1978	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_204	1966	No	NA	2	0	0	Low-quality	Genome-fragment	1.92	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_205	1545	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_206	2174	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	no viral genes detected
RP-T1-9_contig.fa_viral_207	1662	No	NA	3	0	0	Low-quality	Genome-fragment	3.77	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_208	3393	No	NA	3	1	0	Low-quality	Genome-fragment	4.77	HMM-based (lower-bound)	0.0	1.0	
RP-T1-9_contig.fa_viral_209	1719	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_210	2255	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_211	1861	No	NA	6	1	0	Low-quality	Genome-fragment	2.32	HMM-based (lower-bound)	0.0	1.0	
RP-T1-9_contig.fa_viral_212	1969	No	NA	3	0	0	Low-quality	Genome-fragment	0.9	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_213	1505	No	NA	3	0	0	Low-quality	Genome-fragment	2.4	AAI-based (medium-confidence)	0.0	1.04	no viral genes detected
RP-T1-9_contig.fa_viral_214	2055	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.06	no viral genes detected; low-confidence DTR
RP-T1-9_contig.fa_viral_215	1532	No	NA	5	0	0	Low-quality	Genome-fragment	3.38	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-9_contig.fa_viral_216	1840	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-3_contig.fa_provirus_1	1608	No	NA	3	1	0	Low-quality	Genome-fragment	2.12	AAI-based (high-confidence)	0.0	1.0	
SC-T1-3_contig.fa_provirus_2	3389	No	NA	5	1	0	Low-quality	Genome-fragment	5.29	AAI-based (medium-confidence)	0.0	1.0	
SC-T1-3_contig.fa_provirus_3	8396	No	NA	6	1	0	Low-quality	Genome-fragment	13.71	AAI-based (high-confidence)	0.0	1.0	
SC-T1-3_contig.fa_provirus_4	361	No	NA	1	1	0	Low-quality	Genome-fragment	0.42	HMM-based (lower-bound)	0.0	1.0	
SC-T1-3_contig.fa_provirus_5	1718	No	NA	3	1	0	Low-quality	Genome-fragment	2.7	AAI-based (high-confidence)	0.0	1.0	
SC-T1-3_contig.fa_provirus_6	949	No	NA	1	1	0	Low-quality	Genome-fragment	0.51	HMM-based (lower-bound)	0.0	1.0	
SC-T1-3_contig.fa_provirus_7	1080	No	NA	1	1	0	Low-quality	Genome-fragment	0.76	HMM-based (lower-bound)	0.0	1.0	
SC-T1-3_contig.fa_provirus_8	821	No	NA	1	1	0	Low-quality	Genome-fragment	1.08	HMM-based (lower-bound)	0.0	1.0	
SC-T1-3_contig.fa_provirus_9	891	No	NA	1	1	0	Low-quality	Genome-fragment	0.81	HMM-based (lower-bound)	0.0	1.0	
SC-T1-3_contig.fa_provirus_10	168	No	NA	1	1	0	Low-quality	Genome-fragment	0.22	HMM-based (lower-bound)	0.0	1.0	
SC-T1-3_contig.fa_provirus_11	12259	No	NA	17	2	0	Low-quality	Genome-fragment	14.69	HMM-based (lower-bound)	0.0	1.0	
SC-T1-3_contig.fa_provirus_12	8592	No	NA	11	4	0	Low-quality	Genome-fragment	18.31	AAI-based (medium-confidence)	0.0	1.0	
SC-T1-3_contig.fa_provirus_13	939	No	NA	1	1	0	Low-quality	Genome-fragment	1.24	HMM-based (lower-bound)	0.0	1.0	
SC-T1-3_contig.fa_viral_1	1718	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-3_contig.fa_viral_2	2442	No	NA	3	1	0	Low-quality	Genome-fragment	4.09	HMM-based (lower-bound)	0.0	1.0	
SC-T1-3_contig.fa_viral_3	1508	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_861	2427	No	NA	4	0	0	Low-quality	Genome-fragment	1.74	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_862	1761	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_863	6685	No	NA	15	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_864	1601	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_865	2008	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_866	2553	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_867	2873	No	NA	6	1	0	Low-quality	Genome-fragment	6.35	AAI-based (medium-confidence)	0.0	1.0	
RP-T1-3_contig.fa_viral_868	1816	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_869	1559	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_870	2013	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_871	1942	No	NA	2	0	0	Low-quality	Genome-fragment	3.95	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_872	2007	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_873	1794	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_874	1712	No	NA	3	0	0	Low-quality	Genome-fragment	2.57	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_875	2303	No	NA	4	0	0	Low-quality	Genome-fragment	4.71	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_876	2092	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_877	1651	No	NA	2	0	0	Low-quality	Genome-fragment	2.61	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_879	2044	No	NA	2	0	0	Low-quality	Genome-fragment	1.58	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-3_contig.fa_viral_880	4200	No	NA	3	0	0	Low-quality	Genome-fragment	9.23	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
RP-T1-6_contig.fa_provirus_1	501	No	NA	1	1	0	Low-quality	Genome-fragment	0.26	HMM-based (lower-bound)	0.0	1.0	
RP-T1-6_contig.fa_provirus_2	666	No	NA	1	1	0	Low-quality	Genome-fragment	1.43	AAI-based (medium-confidence)	0.0	1.0	
RP-T1-6_contig.fa_provirus_3	1161	No	NA	1	1	0	Low-quality	Genome-fragment	2.11	AAI-based (medium-confidence)	0.0	1.0	
RP-T1-6_contig.fa_provirus_4	986	No	NA	2	1	0	Low-quality	Genome-fragment	1.9	AAI-based (medium-confidence)	0.0	1.0	
RP-T1-6_contig.fa_provirus_5	1347	No	NA	1	1	0	Low-quality	Genome-fragment	2.02	HMM-based (lower-bound)	0.0	1.0	
RP-T1-6_contig.fa_provirus_6	942	No	NA	2	1	0	Low-quality	Genome-fragment	1.69	HMM-based (lower-bound)	0.0	1.0	
RP-T1-6_contig.fa_provirus_7	1465	No	NA	3	1	0	Low-quality	Genome-fragment	0.13	HMM-based (lower-bound)	0.0	1.0	
RP-T1-6_contig.fa_provirus_8	570	No	NA	1	1	0	Low-quality	Genome-fragment	0.05	HMM-based (lower-bound)	0.0	1.01	
RP-T1-6_contig.fa_provirus_9	1382	No	NA	2	1	0	Low-quality	Genome-fragment	0.88	HMM-based (lower-bound)	0.0	1.0	
RP-T1-6_contig.fa_provirus_10	638	No	NA	1	1	0	Low-quality	Genome-fragment	0.63	AAI-based (medium-confidence)	0.0	1.0	
RP-T1-6_contig.fa_provirus_11	2827	Yes	1418	4	2	1	Low-quality	Genome-fragment	0.64	HMM-based (lower-bound)	49.84	1.0	
RP-T1-6_contig.fa_provirus_12	4162	No	NA	5	3	0	Low-quality	Genome-fragment	5.06	HMM-based (lower-bound)	0.0	1.0	
RP-T1-6_contig.fa_provirus_13	1185	No	NA	1	1	0	Low-quality	Genome-fragment	1.41	HMM-based (lower-bound)	0.0	1.0	
RP-T1-6_contig.fa_provirus_14	3558	No	NA	4	2	0	Low-quality	Genome-fragment	11.97	AAI-based (medium-confidence)	0.0	1.0	
RP-T1-6_contig.fa_provirus_15	1158	No	NA	1	1	0	Low-quality	Genome-fragment	0.1	HMM-based (lower-bound)	0.0	1.02	
RP-T1-6_contig.fa_provirus_16	480	No	NA	1	1	0	Low-quality	Genome-fragment	0.95	AAI-based (high-confidence)	0.0	1.0	
RP-T1-6_contig.fa_provirus_18	1095	No	NA	1	1	0	Low-quality	Genome-fragment	0.7	HMM-based (lower-bound)	0.0	1.0	
RP-T1-6_contig.fa_provirus_19	2801	No	NA	5	4	0	Low-quality	Genome-fragment	6.08	AAI-based (medium-confidence)	0.0	1.0	
RP-T1-6_contig.fa_provirus_20	8453	No	NA	6	2	0	Low-quality	Genome-fragment	4.4	HMM-based (lower-bound)	0.0	1.0	
RP-T1-6_contig.fa_provirus_21	1361	No	NA	3	1	0	Low-quality	Genome-fragment	0.81	HMM-based (lower-bound)	0.0	1.0	
RP-T1-6_contig.fa_provirus_22	2413	No	NA	3	1	0	Low-quality	Genome-fragment	4.61	AAI-based (medium-confidence)	0.0	1.0	
SC-T1-6_contig.fa_viral_156	1650	No	NA	4	0	0	Low-quality	Genome-fragment	2.61	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_157	2150	No	NA	2	0	0	Low-quality	Genome-fragment	2.89	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_158	2920	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.03	no viral genes detected
SC-T1-6_contig.fa_viral_159	1846	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_160	1579	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_161	1537	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_162	1691	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_163	1756	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_164	1548	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_165	1996	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_166	2251	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_167	3873	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_168	2068	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_169	1532	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_170	1610	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_172	2066	No	NA	3	1	0	Low-quality	Genome-fragment	3.09	HMM-based (lower-bound)	0.0	1.0	
SC-T1-6_contig.fa_viral_173	1923	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_174	1766	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_175	2387	No	NA	2	0	0	Low-quality	Genome-fragment	4.62	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_176	1526	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_177	1750	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_178	1649	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_179	2078	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_180	1558	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_181	1647	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_182	2503	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_183	4569	No	NA	3	0	0	Low-quality	Genome-fragment	2.63	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_184	4459	No	NA	3	2	0	Low-quality	Genome-fragment	2.24	HMM-based (lower-bound)	0.0	1.0	
SC-T1-6_contig.fa_viral_185	2357	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_186	2016	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_187	1713	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_188	2778	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_189	2640	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_190	2016	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_191	1670	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_192	3627	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_193	1967	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_194	1503	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.02	no viral genes detected
SC-T1-6_contig.fa_viral_195	1708	No	NA	2	0	0	Low-quality	Genome-fragment	2.96	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_196	1538	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_197	2004	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_198	2045	No	NA	2	0	0	Low-quality	Genome-fragment	3.89	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_199	2196	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.05	no viral genes detected
SC-T1-6_contig.fa_viral_200	1968	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_201	2194	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_202	1651	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
SC-T1-6_contig.fa_viral_203	1639	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_168	1548	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_169	1839	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_170	2282	No	NA	2	2	0	Low-quality	Genome-fragment	2.94	HMM-based (lower-bound)	0.0	1.06	
HP-T1-9_contig.fa_viral_171	1651	No	NA	4	1	0	Low-quality	Genome-fragment	2.44	HMM-based (lower-bound)	0.0	1.0	
HP-T1-9_contig.fa_viral_172	1503	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_173	2777	No	NA	4	0	0	Low-quality	Genome-fragment	5.32	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_174	19465	No	NA	35	4	0	Low-quality	Genome-fragment	33.34	AAI-based (medium-confidence)	0.0	1.0	
HP-T1-9_contig.fa_viral_175	2901	No	NA	7	1	0	Low-quality	Genome-fragment	1.62	HMM-based (lower-bound)	0.0	1.0	
HP-T1-9_contig.fa_viral_176	2587	No	NA	7	4	0	Low-quality	Genome-fragment	4.0	HMM-based (lower-bound)	0.0	1.0	
HP-T1-9_contig.fa_viral_177	2697	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_178	2145	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_179	1826	No	NA	5	1	0	Low-quality	Genome-fragment	2.05	HMM-based (lower-bound)	0.0	1.0	
HP-T1-9_contig.fa_viral_180	2966	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_181	1838	No	NA	2	1	0	Low-quality	Genome-fragment	2.19	AAI-based (high-confidence)	0.0	1.0	
HP-T1-9_contig.fa_viral_182	5421	No	NA	5	4	0	Low-quality	Genome-fragment	6.03	HMM-based (lower-bound)	0.0	1.0	
HP-T1-9_contig.fa_viral_183	5093	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_184	2656	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_185	2786	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_186	3382	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_187	1617	No	NA	3	0	0	Low-quality	Genome-fragment	1.04	AAI-based (medium-confidence)	0.0	1.12	no viral genes detected
HP-T1-9_contig.fa_viral_188	2376	No	NA	3	0	0	Low-quality	Genome-fragment	2.42	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_189	3068	No	NA	7	2	0	Low-quality	Genome-fragment	3.76	HMM-based (lower-bound)	0.0	1.0	
HP-T1-9_contig.fa_viral_190	2531	No	NA	7	1	0	Low-quality	Genome-fragment	5.73	AAI-based (medium-confidence)	0.0	1.0	
HP-T1-9_contig.fa_viral_191	1978	No	NA	7	1	0	Low-quality	Genome-fragment	1.1	HMM-based (lower-bound)	0.0	1.0	
HP-T1-9_contig.fa_viral_192	1802	No	NA	4	1	0	Low-quality	Genome-fragment	1.35	HMM-based (lower-bound)	0.0	1.0	
HP-T1-9_contig.fa_viral_194	2505	No	NA	2	1	0	Low-quality	Genome-fragment	1.79	AAI-based (medium-confidence)	0.0	1.0	
HP-T1-9_contig.fa_viral_195	1594	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_196	1557	No	NA	3	2	0	Low-quality	Genome-fragment	0.64	HMM-based (lower-bound)	0.0	1.0	
HP-T1-9_contig.fa_viral_197	2122	No	NA	2	0	0	Low-quality	Genome-fragment	4.14	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_198	2440	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_199	1972	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_200	3836	No	NA	5	2	0	Low-quality	Genome-fragment	8.18	AAI-based (medium-confidence)	0.0	1.0	
HP-T1-9_contig.fa_viral_201	1640	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_202	2017	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_204	2074	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_205	2067	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_206	1605	No	NA	3	0	0	Low-quality	Genome-fragment	2.02	AAI-based (medium-confidence)	0.0	1.01	no viral genes detected
HP-T1-9_contig.fa_viral_207	1583	No	NA	3	1	0	Low-quality	Genome-fragment	3.46	AAI-based (high-confidence)	0.0	1.0	
HP-T1-9_contig.fa_viral_208	1879	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_210	1533	No	NA	3	0	0	Low-quality	Genome-fragment	2.44	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
HP-T1-9_contig.fa_viral_211	5077	No	NA	12	0	0	Medium-quality	Genome-fragment	80.1	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
